    nBids      Const  PowerSeller  VerifyID  Sealed   Minblem   MajBlem  LargNeg  LogBook    MinBidShare
    2.0000    1.0000    1.0000    1.0000         0         0         0         0    0.7365    0.5415
         0    1.0000         0         0         0    1.0000         0         0   -0.3621    0.2072
    6.0000    1.0000         0         0         0         0         0         0    0.6073   -0.4285
    2.0000    1.0000    1.0000    1.0000         0         0         0         0    0.3295    0.3692
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.3621    0.2363
    6.0000    1.0000         0         0         0         0         0         0    0.0332   -0.3761
         0    1.0000         0         0         0    1.0000         0         0   -0.9142    0.3949
    2.0000    1.0000         0         0         0         0         0         0    0.1487    0.3296
    9.0000    1.0000         0         0         0         0         0         0    1.0758   -0.5131
    5.0000    1.0000         0         0         0         0         0         0    0.0332   -0.3944
   11.0000    1.0000         0         0         0         0         0         0    1.4347   -0.5326
    6.0000    1.0000         0         0         0    1.0000         0         0   -0.3033   -0.3845
    4.0000    1.0000         0         0         0         0         0         0    0.1117   -0.4082
    7.0000    1.0000         0         0         0         0         0         0    0.7365   -0.4870
    5.0000    1.0000         0         0         0         0         0         0    0.0332   -0.3944
    5.0000    1.0000         0         0         0         0         0         0    1.9993   -0.5520
    6.0000    1.0000         0         0         0         0         0         0    0.3755   -0.4475
    5.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4640
    2.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.4608    0.3655
    6.0000    1.0000         0         0         0         0         0         0    0.2340   -0.4111
    1.0000    1.0000    1.0000         0         0         0    1.0000         0   -0.0767   -0.1686
    4.0000    1.0000         0         0         0         0         0    1.0000    0.1844   -0.2798
    6.0000    1.0000         0         0         0         0         0         0   -1.0254   -0.1083
    6.0000    1.0000         0         0         0         0         0         0   -0.3621   -0.3359
    4.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4767
    5.0000    1.0000         0         0         0         0         0         0   -0.1723   -0.3777
    6.0000    1.0000         0         0         0         0         0    1.0000    0.4040   -0.3611
    5.0000    1.0000    1.0000         0         0         0         0         0    0.0332   -0.0103
    4.0000    1.0000         0         0         0         0         0         0    0.1844   -0.4026
    3.0000    1.0000         0         0         0    1.0000         0    1.0000    0.3755   -0.3548
    4.0000    1.0000         0         0         0         0         0         0   -0.6044   -0.1962
    2.0000    1.0000    1.0000         0         0         0         0         0    0.1487    0.1489
         0    1.0000    1.0000         0         0         0         0         0   -0.3033    0.3360
         0    1.0000    1.0000         0         0         0         0         0    0.1117    0.4031
    5.0000    1.0000         0         0         0         0         0    1.0000    0.7365   -0.4223
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.9738    0.3151
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0923    0.4273
    1.0000    1.0000    1.0000         0         0         0         0         0    0.0332    0.3199
    3.0000    1.0000    1.0000         0         0         0         0         0    0.6073   -0.2352
    8.0000    1.0000         0         0         0         0         0    1.0000    0.9205   -0.4484
    6.0000    1.0000         0         0         0         0         0         0    0.6073   -0.4319
         0    1.0000    1.0000         0         0         0         0         0    0.2189    0.7762
         0    1.0000    1.0000         0         0         0         0    1.0000    0.5108    0.3340
    6.0000    1.0000    1.0000         0         0         0         0         0    1.4347   -0.4293
    1.0000    1.0000    1.0000    1.0000         0         0         0         0    0.7365    0.5415
    1.0000    1.0000    1.0000         0         0         0         0    1.0000    0.4040    0.4350
    1.0000    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    1.0000    1.0000    1.0000         0         0         0         0    1.0000    0.0332    0.3652
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.9142    0.4739
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.6398   -0.1385
    2.0000    1.0000    1.0000    1.0000         0         0         0         0    0.3295    0.3692
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.1003
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.7231    0.2910
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    1.0000    1.0000         0         0         0    1.0000         0         0   -0.6398    0.0415
    5.0000    1.0000    1.0000         0         0         0         0         0    0.2189   -0.1828
    3.0000    1.0000    1.0000         0         0         0         0         0    0.2001   -0.1742
         0    1.0000         0         0         0         0         0         0    0.1844    0.1325
    6.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4389
    3.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3341
    4.0000    1.0000    1.0000         0         0    1.0000         0         0   -1.0254   -0.1542
    3.0000    1.0000         0         0         0         0         0         0   -0.0767   -0.3280
    7.0000    1.0000         0         0         0         0         0         0    1.0758   -0.4988
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.8141   -0.2348
    8.0000    1.0000         0         0         0    1.0000         0         0    0.5108   -0.4389
    3.0000    1.0000         0         0         0         0         0         0   -0.1723   -0.0037
    5.0000    1.0000    1.0000         0         0         0         0         0    0.1487   -0.2140
    6.0000    1.0000    1.0000         0         0         0         0         0    0.0332   -0.1695
    1.0000    1.0000         0         0         0    1.0000         0         0    1.0758    0.1561
    4.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3341
    3.0000    1.0000    1.0000         0         0         0         0    1.0000   -0.6044   -0.2310
    6.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3341
    8.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3341
    6.0000    1.0000         0         0         0    1.0000         0         0    0.0332   -0.2107
    8.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3341
    8.0000    1.0000         0         0    1.0000         0         0         0   -0.3621   -0.3359
    7.0000    1.0000         0         0         0         0         0         0    0.0332   -0.3540
    5.0000    1.0000         0         0         0         0         0         0    0.7455   -0.2456
    7.0000    1.0000         0         0    1.0000         0         0         0   -0.3621   -0.3359
    9.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4767
    7.0000    1.0000         0         0         0         0         0         0    0.0534   -0.4381
    2.0000    1.0000         0         0         0         0         0         0    0.3295    0.1795
    5.0000    1.0000         0         0         0         0         0    1.0000    0.0332   -0.2638
    4.0000    1.0000         0         0         0         0         0         0    0.2340   -0.3947
    1.0000    1.0000         0         0         0         0         0         0   -0.2477    0.2272
    5.0000    1.0000         0         0         0         0         0         0    0.3295   -0.3989
    5.0000    1.0000         0         0         0         0         0         0    0.7365   -0.4587
    4.0000    1.0000         0         0         0         0         0         0    1.4347   -0.2159
    4.0000    1.0000    1.0000         0         0         0         0         0    0.6073   -0.3478
    6.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4521
         0    1.0000    1.0000         0         0         0         0    1.0000   -0.3621    0.2793
    8.0000    1.0000    1.0000         0         0         0    1.0000         0    1.9993   -0.5380
    2.0000    1.0000         0         0         0         0         0         0   -0.9142    0.0002
    4.0000    1.0000         0         0         0         0         0         0   -0.9142    0.0002
    4.0000    1.0000         0         0         0         0         0         0   -0.9142    0.0528
    4.0000    1.0000         0         0         0    1.0000         0         0   -0.9738    0.0916
    3.0000    1.0000    1.0000         0         0         0         0         0    0.1487    0.0005
   10.0000    1.0000         0         0         0    1.0000         0    1.0000    0.3755   -0.3548
         0    1.0000    1.0000         0         0         0         0         0   -0.2477    0.7587
    9.0000    1.0000         0         0         0         0         0    1.0000    0.5108   -0.3830
    4.0000    1.0000         0         0         0         0         0         0    0.0332   -0.0287
    7.0000    1.0000         0         0         0         0         0    1.0000    0.5108   -0.3830
    8.0000    1.0000         0         0         0         0         0    1.0000    1.9993   -0.5337
    6.0000    1.0000         0         0         0         0         0         0    0.3755   -0.4345
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
         0    1.0000         0    1.0000         0         0         0         0    0.0332    0.3929
    4.0000    1.0000         0         0         0    1.0000         0         0   -0.9142   -0.0577
    5.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.3559
    6.0000    1.0000    1.0000         0         0         0         0         0    1.4347   -0.4279
         0    1.0000    1.0000         0         0         0         0         0    0.2189    0.7762
    9.0000    1.0000    1.0000         0         0    1.0000         0         0    0.4040   -0.2988
    3.0000    1.0000         0         0         0    1.0000         0         0   -0.3033   -0.3845
    6.0000    1.0000    1.0000         0         0         0         0         0    0.1487   -0.0359
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.3621    0.2363
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.3621    0.2260
         0    1.0000         0         0         0         0         0         0   -0.0520    0.5330
    3.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621    0.3005
    1.0000    1.0000         0         0         0         0         0         0    0.1487    0.4932
    5.0000    1.0000         0         0         0         0         0         0    0.0332   -0.3834
    7.0000    1.0000         0         0         0         0         0    1.0000    0.0332   -0.2638
         0    1.0000    1.0000         0         0         0         0         0   -0.2477    0.7587
    5.0000    1.0000         0         0         0    1.0000         0         0    0.2340   -0.3794
    1.0000    1.0000         0         0         0         0         0    1.0000    0.0332    0.1070
         0    1.0000    1.0000         0         0         0         0         0   -0.0520    0.7454
    5.0000    1.0000         0         0         0         0         0         0    1.9993   -0.5377
    6.0000    1.0000         0         0         0         0         0    1.0000    0.0332   -0.2638
    1.0000    1.0000         0         0         0         0         0         0    0.4040    0.2610
    3.0000    1.0000         0         0         0         0         0    1.0000    0.5108   -0.3830
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    5.0000    1.0000    1.0000         0         0         0         0         0   -0.1723   -0.2774
    8.0000    1.0000    1.0000         0         0         0         0         0   -0.3621   -0.2147
    3.0000    1.0000    1.0000         0         0    1.0000         0         0   -1.0254    0.1270
    7.0000    1.0000         0         0         0    1.0000         0         0   -0.3621   -0.2783
    9.0000    1.0000         0         0         0         0         0         0    1.4347   -0.2159
         0    1.0000    1.0000    1.0000         0         0         0         0    0.7365    0.5415
    8.0000    1.0000    1.0000         0         0         0         0         0    0.5108   -0.4514
    1.0000    1.0000         0         0         0         0         0         0    0.1487    0.3660
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.9142   -0.1629
    5.0000    1.0000         0         0         0    1.0000         0         0    1.0758   -0.4843
    8.0000    1.0000         0         0         0         0         0         0    0.5840   -0.4527
    3.0000    1.0000    1.0000         0    1.0000         0         0         0    0.9205   -0.4442
    5.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.3085
    5.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.3085
    6.0000    1.0000    1.0000         0    1.0000         0         0         0    0.8863   -0.4396
    9.0000    1.0000         0         0         0         0         0         0    1.1181   -0.5226
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.1506    0.7543
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.2640
    8.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621   -0.2892
    3.0000    1.0000    1.0000         0         0         0         0         0   -0.7231   -0.1003
    1.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.5976
    6.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.2640
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.8141    0.3737
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.0520   -0.3337
    1.0000    1.0000    1.0000         0         0         0         0         0    0.1487    0.2943
         0    1.0000    1.0000         0         0         0         0         0   -0.9738    0.3151
         0    1.0000    1.0000         0         0    1.0000         0         0   -1.0923    0.4273
         0    1.0000    1.0000         0         0         0         0         0    0.0332    0.3607
    7.0000    1.0000         0         0         0         0         0         0    1.9993   -0.3892
    6.0000    1.0000         0         0         0         0         0         0    0.5108   -0.4767
    3.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.9142    0.2634
    2.0000    1.0000    1.0000         0         0    1.0000         0         0   -1.0254    0.3623
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.3033   -0.0068
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.7231    0.2041
    2.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.6398    0.1415
    2.0000    1.0000    1.0000         0         0         0         0         0   -1.0254    0.3623
    3.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.7231    0.0301
    5.0000    1.0000         0         0         0         0         0         0   -0.3033   -0.3497
    4.0000    1.0000         0         0         0         0         0         0   -0.9142   -0.1577
    7.0000    1.0000         0         0         0         0         0    1.0000    0.0332   -0.2638
    7.0000    1.0000         0         0         0    1.0000         0         0   -0.3033   -0.0645
    7.0000    1.0000         0         0         0         0         0    1.0000    0.1487   -0.2980
    7.0000    1.0000         0         0    1.0000         0         0         0    0.8863   -0.4396
    4.0000    1.0000         0         0         0         0         0         0    0.0332   -0.2638
    4.0000    1.0000    1.0000         0         0         0         0         0   -0.3621    0.2096
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.3621    0.2096
    3.0000    1.0000         0         0         0         0         0         0   -0.6398   -0.1785
    5.0000    1.0000    1.0000         0         0         0         0         0    0.3755   -0.1458
    4.0000    1.0000    1.0000         0         0         0         0         0    1.0758   -0.3633
    6.0000    1.0000    1.0000    1.0000         0         0         0         0    1.4347   -0.5380
    2.0000    1.0000         0         0         0         0         0         0   -0.2477    0.2272
    7.0000    1.0000         0         0         0         0         0         0    0.3157   -0.3965
    4.0000    1.0000         0         0         0         0         0         0   -0.0520    0.0663
    7.0000    1.0000    1.0000    1.0000         0    1.0000         0         0    1.9993   -0.5551
         0    1.0000    1.0000    1.0000         0         0         0         0    0.0332    0.6019
    8.0000    1.0000    1.0000    1.0000         0         0         0         0    0.5108   -0.4777
    5.0000    1.0000         0         0         0         0         0         0    0.3755   -0.1287
    5.0000    1.0000    1.0000         0    1.0000         0         0         0   -0.3621   -0.2892
    4.0000    1.0000         0         0         0         0         0         0    0.6073   -0.2216
         0    1.0000    1.0000         0         0         0         0         0    0.5108    0.2945
         0    1.0000    1.0000         0         0    1.0000         0         0    0.3755    0.1310
    8.0000    1.0000         0         0         0         0         0         0    0.6073   -0.4319
         0    1.0000    1.0000         0         0         0         0         0   -0.0520    0.5734
         0    1.0000         0         0         0         0         0         0    0.0332    0.4403
         0    1.0000         0         0         0         0         0         0    0.4040    0.4629
    8.0000    1.0000         0         0    1.0000         0         0         0    1.8779   -0.3680
    4.0000    1.0000         0         0    1.0000         0         0         0    0.2189    0.1850
    3.0000    1.0000         0         0    1.0000         0         0         0    0.2189    0.1850
    1.0000    1.0000         0         0         0         0         0    1.0000    0.0332    0.2484
    6.0000    1.0000         0         0         0         0         0         0   -0.3621   -0.2284
    5.0000    1.0000         0         0         0         0         0    1.0000    0.0332   -0.2638
         0    1.0000    1.0000         0         0         0         0         0    0.5108    0.5556
    6.0000    1.0000         0         0         0         0         0         0   -0.4608   -0.2439
    3.0000    1.0000    1.0000         0         0         0         0         0   -1.0923    0.3645
    1.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.3033    0.2480
    6.0000    1.0000         0         0         0         0         0    1.0000    0.4040   -0.3611
    5.0000    1.0000         0         0         0         0         0         0    0.6073   -0.3710
    8.0000    1.0000         0         0         0    1.0000         0    1.0000    0.3755   -0.3548
    2.0000    1.0000    1.0000         0         0         0         0         0   -0.6044    0.5381
    6.0000    1.0000         0         0         0         0         0         0    0.3755   -0.3171
         0    1.0000    1.0000         0         0    1.0000         0         0   -0.7231    0.4180
    7.0000    1.0000         0         0         0         0         0         0    0.9205   -0.4266
    4.0000    1.0000         0         0         0         0         0    1.0000    0.6073   -0.4009
         0    1.0000         0         0         0         0         0         0   -0.7231    0.4180
    8.0000    1.0000         0         0         0         0         0    1.0000    0.9205   -0.4484
         0    1.0000    1.0000         0         0    1.0000         0         0   -0.6398    0.3383
    3.0000    1.0000    1.0000         0         0    1.0000         0         0   -0.4574   -0.1784
    2.0000    1.0000    1.0000    1.0000         0         0         0         0    0.3295    0.3692
    6.0000    1.0000         0         0         0         0         0         0    0.3755   -0.1458
    1.0000    1.0000    1.0000         0         0         0         0         0   -0.4574    0.1490
         0    1.0000    1.0000         0         0         0         0         0   -1.1506    0.8756
         0    1.0000    1.0000    1.0000         0         0         0         0    1.9993    0.4220
         0    1.0000    1.0000    1.0000         0         0         0         0    0.5108    0.4337
         0    1.0000    1.0000    1.0000         0         0         0         0    0.3157    0.4977
         0    1.0000    1.0000    1.0000         0         0         0         0    0.6740    0.4535
         0    1.0000    1.0000    1.0000         0         0         0         0    1.4144    0.3449
         0    1.0000    1.0000    1.0000         0         0         0         0   -0.3621    0.5708
         0    1.0000    1.0000    1.0000         0         0         0         0    1.1181    0.3871
         0    1.0000    1.0000    1.0000         0         0         0         0    0.5108    0.4590
         0    1.0000    1.0000    1.0000         0         0         0         0    0.6073    0.4556
         0    1.0000    1.0000    1.0000         0         0         0         0    0.4852    0.4340
         0    1.0000    1.0000    1.0000         0         0         0         0    0.3755    0.4064
    8.0000    1.0000    1.0000         0    1.0000         0         0         0    0.9205   -0.4442
    6.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.3085
    9.0000    1.0000    1.0000         0    1.0000         0         0         0    0.8863   -0.4396
    5.0000    1.0000         0         0         0    1.0000         0         0    0.2189   -0.1509
    3.0000    1.0000         0         0         0         0         0         0   -0.0520   -0.0181
    6.0000    1.0000    1.0000         0    1.0000         0         0         0    0.2189   -0.3085
